image_file_name,pmcid,rexinthewild_question,rexinthewild_gt_text,rexinthewild_choices,rexinthewild_answer,topic
10-1055-s-0041-1739255-i2110800-2.jpg,PMC8719980,Which visual finding on the scalp suggests recent graft placement?,Numerous evenly spaced small dark dots,"[A] Numerous evenly spaced small dark dots
[B] Coalescent yellow-brown crusts with surrounding pustules
[C] Diffuse scalp erythema with fine scale but no discrete puncta
[D] Rows of uniform pinpoint hypopigmented pits lacking hair shafts
[E] Linear shiny scar without follicular openings at the occiput",A,Skin & Hair
abd-92-04-0537-g01.jpg,PMC5595604,Which hair characteristic is present in the frontal region?,"Mixed-caliber hairs with many short, fine vellus-like shafts interspersed among longer terminal hairs (miniaturization)","[A] Mixed-caliber hairs with many short, fine vellus-like shafts interspersed among longer terminal hairs (miniaturization)
[B] Numerous broken stubble hairs of near-equal length suggesting traction or trichotillomania
[C] Uniform-caliber thick terminal hairs of similar length across the frontal scalp
[D] Smooth, shiny scalp with loss of follicular openings (cicatricial alopecia)
[E] Clusters of short, tapered “exclamation-point” hairs along the frontal hairline",A,Skin & Hair
abd-92-04-0537-g01.jpg,PMC5595604,Which diagnosis is most consistent with the findings?,Androgenetic alopecia with frontal predominance,"[A] Traction alopecia involving the frontal-temporal margins from tight hairstyles
[B] Telogen effluvium with diffuse thinning and preserved frontal hairline
[C] Androgenetic alopecia with frontal predominance
[D] Androgenetic alopecia with vertex predominance
[E] Frontal fibrosing alopecia with scarring recession of the hairline",C,Skin & Hair
JCAS-9-249-g004.jpg,PMC5227079,What is the position of the neck in this image?,Extended with the chin elevated,"[A] Hyperextended with the chin markedly lifted
[B] Mild lower-cervical flexion with mandibular protrusion
[C] Extended with the chin elevated
[D] Neutral alignment with slight rightward rotation creating an apparent chin lift",C,Head & Neck
JCAS-9-249-g004.jpg,PMC5227079,What is the likeliest description of the nose?,Symmetric nostrils with normal columellar axis,"[A] Angled columellar axis with substantially smaller left nostril
[B] Angled columellar axis with substantially smaller right nostril
[C] Symmetric nostrils with prominent hanging columella
[D] Symmetric nostrils with normal columellar axis",D,Head & Neck
aps-41-576-g009.jpg,PMC4179364,Which diagnosis best describes the appearance of both eyes?,Bilateral pseudoptosis from upper-lid dermatochalasis,"[A] Bilateral true aponeurotic ptosis with compensatory frontalis overaction
[B] Bilateral pseudoptosis from upper-lid dermatochalasis
[C] No clinically significant eyelid abnormality
[D] Bilateral brow ptosis with normal upper lids",B,Eyes
aps-41-576-g009.jpg,PMC4179364,What is the most likely reason for the upper eyelids' appearance in this frontal view?,Dermatochalasis with redundant upper eyelid skin hooding the lash margins,"[A] Enophthalmos making the palpebral fissures appear shortened
[B] Brow ptosis from frontalis weakness with eyebrow descent onto the lids
[C] Dermatochalasis with redundant upper eyelid skin hooding the lash margins
[D] Aponeurotic levator dehiscence causing true blepharoptosis
[E] No lid abnormality—apparent narrowing from slight downgaze/photographic angle",C,Eyes
acc-59-650-f3.jpg,PMC8253069,"In the middle subfigure, what transformation was used to create the composite?",Left hemiface mirrored across the facial midline to create both sides,"[A] Bilateral average of both hemifaces followed by mirroring
[B] Horizontal flip of the original photograph
[C] Left hemiface mirrored across the facial midline to create both sides
[D] Right hemiface mirrored across the facial midline to create both sides
[E] Left hemiface mirrored across a midline shifted slightly to the right",C,Other
acc-59-650-f3.jpg,PMC8253069,Which pair of subfigures should be compared to assess hemifacial asymmetry?,Middle with right,"[A] Left with middle
[B] Right only
[C] Left with right
[D] Middle with right",D,Head & Neck
fx6.jpg,PMC6052651,Which location best localizes the swelling in the image?,Anterior midline lower neck (infrahyoid/pretracheal),"[A] Left carotid triangle along the anterior border of the sternocleidomastoid
[B] Right supraclavicular fossa near the clavicle
[C] Submental triangle (midline suprahyoid under the chin)
[D] Anterior midline lower neck (infrahyoid/pretracheal)",D,Head & Neck
fx6.jpg,PMC6052651,Which central neck landmark is shown?,Laryngeal prominence (thyroid cartilage),"[A] Body of the hyoid bone
[B] Superior thyroid notch
[C] Arch of the cricoid cartilage
[D] Laryngeal prominence (thyroid cartilage)
[E] Jugular notch of the manubrium",D,Head & Neck
OJO-10-117-g001.jpg,PMC5516457,Which condition best describes the eyelid asymmetry?,True upper eyelid ptosis (blepharoptosis),"[A] Upper eyelid retraction causing contralateral pseudoptosis
[B] True upper eyelid ptosis (blepharoptosis)
[C] Apparent ptosis due to enophthalmos
[D] Lower eyelid ectropion",B,Eyes
OJO-10-117-g001.jpg,PMC5516457,Which side of the patient shows eyelid drooping?,Patient's left eye (your right),"[A] Patient's right eye (your left)
[B] No definite ptosis—apparent asymmetry from head tilt
[C] Patient's left eye (your right)
[D] Both eyes equally (bilateral ptosis)",C,Eyes
gox-6-e1755-g009.jpg,PMC5977960,Which auricular subsite has been reconstructed?,Helical rim—superior third,"[A] Scapha (scaphoid fossa)
[B] Cymba conchae (superior conchal bowl)
[C] Helical rim—superior third
[D] Tragus",C,Head & Neck
gox-6-e1755-g009.jpg,PMC5977960,When is this picture taken?,1-2 weeks postoperative,"[A] 1 month postoperative after unsuccessful surgery
[B] 1-2 weeks postoperative
[C] Immediately postoperative
[D] 1 month postoperative after successful surgery
[E] Preoperative, after being marked for surgical planning",B,Head & Neck
gox-7-e1982-g011.jpg,PMC6382221,How is the head and neck aligned relative to the torso?,Neutral alignment relative to the trunk (ears roughly over the acromion),"[A] Mild anterior head carriage (slight forward flexion of the cervical spine)
[B] Subtle rotation to the right with slight left side-bending
[C] Cervical hyperextension with chin-up posture
[D] Neutral alignment relative to the trunk (ears roughly over the acromion)",D,Head & Neck
GEOJ-188-277-g003.jpg,PMC9111728,Which description(s) is most suitable for the grip that is being used?,Spherical grip or cylindrical grip,"[A] Hook grip
[B] Three-jaw chuck pinch or tripod pinch
[C] Lumbrical grip or plate grip
[D] Spherical grip or cylindrical grip",D,Trunk & Extremities
GEOJ-188-277-g003.jpg,PMC9111728,Which movement is primarily demonstrated by the fifth finger?,"MCP flexion, PIP flexion, DIP flexion","[A] MCP extension, PIP flexion, DIP flexion
[B] MCP extension, PIP extension, DIP extension
[C] MCP flexion, PIP flexion, DIP flexion
[D] MCP flexion, PIP flexion, DIP extension
[E] MCP extension, PIP extension, DIP flexion",C,Trunk & Extremities
10-1055-a-1331-2851-i13312851-0005.jpg,PMC8432966,Which abnormality is present on the lip?,Bilateral paramedian lower-lip pits (congenital labial fistulas),"[A] Bilateral commissural lip pits at the mouth angles
[B] Fordyce spots on the lower vermilion border
[C] Mucocele of the lower lip (minor salivary gland extravasation cyst)
[D] Bilateral paramedian lower-lip pits (congenital labial fistulas)",D,Mouth & Jaws
10-1055-a-1331-2851-i13312851-0005.jpg,PMC8432966,How are the lesions distributed on the lower lip?,"Bilateral, roughly symmetrical flanking the midline vermilion","[A] Unilateral, confined to the left paramedian vermilion
[B] Bilateral but clearly asymmetric, with one lesion near the right commissure and the other at the midline
[C] Single central midline pit only
[D] Bilateral, roughly symmetrical flanking the midline vermilion",D,Mouth & Jaws
JPN-6-11-g001.jpg,PMC3208920,Which ocular positioning is present?,Downward deviation with visible sclera above the iris,"[A] Upward deviation with sclera visible below the iris
[B] Conjugate downward gaze without superior scleral show
[C] Downward deviation with sclera visible below the iris
[D] Downward deviation with visible sclera above the iris",D,Eyes
JPN-6-11-g001.jpg,PMC3208920,"In an infant with this finding, what is the most appropriate initial imaging test?",Transfontanelle cranial ultrasound (through the anterior fontanelle),"[A] Bedside optic nerve sheath diameter ultrasound
[B] MRI brain with and without contrast (sedation as needed)
[C] Non-contrast head CT to evaluate ventricular size
[D] Transfontanelle cranial ultrasound (through the anterior fontanelle)",D,Head & Neck
JCAS-4-138-g007.jpg,PMC3183721,Which surgical approach is most likely?,Postauricular approach for middle ear/mastoid surgery,"[A] Retrosigmoid (suboccipital) incision behind the mastoid
[B] Preauricular approach for temporomandibular joint procedures
[C] Postauricular approach for middle ear/mastoid surgery
[D] Modified Blair parotidectomy incision with preauricular–postauricular–cervical extension
[E] Endaural (external ear canal) incision",C,Surgical & Procedural
JCAS-4-138-g007.jpg,PMC3183721,Which description best matches the scar’s appearance?,"Thin, flat, and slightly hypopigmented linear scar along the retroauricular fold","[A] No visible scar with normal posterior auricular skin
[B] Mildly raised, smooth, skin-colored linear hypertrophic scar confined to the incision
[C] Thin, flat, and slightly hypopigmented linear scar along the retroauricular fold
[D] Lobulated keloid extending beyond the incision margins
[E] Hyperpigmented linear scar with mild lobule contracture",C,Skin & Hair
IJMS-41-249-g002.jpg,PMC4876305,Which auricular structure is abnormally shaped?,Helix (superior rim overfolded/constricted),"[A] Conchal bowl (deep cupping with protrusion)
[B] Antihelix (prominent third crus - Stahl's ear)
[C] Helix (superior rim overfolded/constricted)
[D] Lobule (attached lobule)",C,Head & Neck
IJMS-41-249-g002.jpg,PMC4876305,Which term best describes the auricular deformity seen in the image?,Constricted (cup/lop) ear,"[A] Cryptotia (buried superior pole)
[B] Prominent ear due to antihelical fold deficiency
[C] Constricted (cup/lop) ear
[D] Microtia grade II (partial auricular hypoplasia)
[E] Stahl’s ear (third crus deformity)",C,Head & Neck
MEAJO-26-37-g001.jpg,PMC6507382,"In subfigure b, which side shows increased palpebral fissure height?",Patient's right eye (viewer’s left),"[A] Patient's left eye (viewer’s right)
[B] Both eyes, with left greater than right
[C] Patient's right eye (viewer’s left)
[D] Neither eye—apparent change due to gaze/positioning",C,Eyes
MEAJO-26-37-g001.jpg,PMC6507382,"In subfigure b, which diagnosis explains eyelid elevation with mouth opening?",Marcus Gunn jaw-winking (trigemino-oculomotor synkinesis),"[A] Marcus Gunn jaw-winking (trigemino-oculomotor synkinesis)
[B] Marin-Amat syndrome (inverse jaw-winking)
[C] Aberrant regeneration of the oculomotor nerve (lid elevation on adduction)
[D] Myasthenia gravis with Cogan's lid twitch",A,Eyes
ejtm-2014-2-2940-g007.jpg,PMC4749008,Which assistive device is shown?,Forearm crutches,"[A] Walker
[B] Axillary crutches
[C] Bilateral offset-handled canes
[D] Forearm crutches",D,Trunk & Extremities
ejtm-2014-2-2940-g007.jpg,PMC4749008,How many points of support are in contact with the floor at this moment?,Four (both crutches and both feet),"[A] Four (both crutches and both feet)
[B] Two (both crutch tips only)
[C] Three (both crutches and the left foot)
[D] Three (both crutches and the right foot)",A,Trunk & Extremities
DRJ-11-133-g015.jpg,PMC3955309,Which best describes the enamel of the maxillary central incisor?,White-yellow opacity consistent with enamel hypoplasia/discoloration,"[A] Full-coverage crown restoration present on the maxillary central incisor
[B] Diffuse white bands across anterior teeth compatible with mild fluorosis
[C] White-yellow opacity consistent with enamel hypoplasia/discoloration
[D] Intact enamel with normal translucency, no detectable defects
[E] Chalky white spot from post-eruptive demineralization (incipient caries)",C,Mouth & Jaws
DRJ-11-133-g015.jpg,PMC3955309,Which maxillary anterior alignment finding is most apparent?,Severe crowding with rotation of maxillary incisors,"[A] Mild crowding limited to the left lateral incisor, no rotations
[B] Anterior crossbite of incisors with otherwise acceptable alignment
[C] Severe crowding with rotation of maxillary incisors
[D] Generalized anterior spacing/diastema with minimal crowding
[E] Normal incisor alignment with posterior crossbite only",C,Mouth & Jaws
gr4.jpg,PMC8446254,Which sit-up stabilization is absent in this setup?,Bilateral foot fixation (under straps or held by an assistant),"[A] Pelvic stabilization provided by a firm plinth
[B] Bilateral foot fixation (under straps or held by an assistant)
[C] Lower limbs maintained in full extension to reduce shifting
[D] Arms folded across the chest for self-stabilization",B,Trunk & Extremities
gr4.jpg,PMC8446254,Which movement of the torso is being performed?,Trunk flexion lifting the shoulders off the table,"[A] No significant trunk movement—predominantly cervical flexion with the shoulders remaining on the table
[B] Lateral flexion of the trunk to the right with slight rotation
[C] Posterior pelvic tilt (lumbar flexion) flattening the low back into the table
[D] Trunk flexion lifting the shoulders off the table
[E] Axial rotation of the trunk to the left with neutral flexion",D,Trunk & Extremities
gox-8-e2802-g010.jpg,PMC7605888,Which medial eyelid crease pattern is present?,Nasally joining (extends to the inner canthus),"[A] Parallel (separate from the inner canthus)
[B] Nasally joining (extends to the inner canthus)
[C] Medial flare without joining (creases taper 1–2 mm short of the canthus)
[D] No medial crease/indistinct medial limb",B,Eyes
gox-8-e2802-g010.jpg,PMC7605888,Which visible feature suggests an epicanthal fold?,Medial skin fold partially covering the caruncle,"[A] Medial skin fold partially covering the caruncle
[B] Temporal scleral show inferior to the iris margin
[C] Hypertrophic plica semilunaris producing a medial conjunctival curtain
[D] No epicanthus—the caruncle is completely uncovered",A,Eyes
ijspt_2024_19_6_117773_228793.jpg,PMC11144659,Which ankle-foot position is shown in the trailing leg?,Foot just off the ground in swing phase with no weight-bearing,"[A] Forefoot-only contact with ankle neutral (toe-off without plantarflexion)
[B] Heel contact with toes lifted (dorsiflexion at the ankle)
[C] Foot just off the ground in swing phase with no weight-bearing
[D] Foot flat with full weight-bearing through the entire sole
[E] Heel elevated with forefoot contact, indicating plantarflexion of the trailing ankle",C,Trunk & Extremities
ijspt_2024_19_6_117773_228793.jpg,PMC11144659,Which best describes the movement shown?,Initiating forward acceleration toward the illuminated pod with a slight anterior trunk lean,"[A] Braking into a deep deceleration squat before tapping the blue pod
[B] Backpedaling away from the lit target with a neutral trunk to reposition
[C] Performing a lateral shuffle to the right toward a red pod with an upright torso
[D] Initiating forward acceleration toward the illuminated pod with a slight anterior trunk lean
[E] Loading for a countermovement vertical jump with arms preparing to swing overhead",D,Trunk & Extremities
10.1177_11795476221122649-fig1.jpg,PMC9452792,"Across both subfigures, which horizontal eye movement is limited?",Abduction limited in both eyes,"[A] Adduction limited in both eyes
[B] Abduction limited in both eyes
[C] Adduction limited in the left eye only
[D] Abduction limited in the right eye only
[E] Horizontal movements normal bilaterally",B,Eyes
10.1177_11795476221122649-fig1.jpg,PMC9452792,Which primary-gaze alignment most likely accompanies the deficit shown?,Esotropia,"[A] Esotropia
[B] Small-angle intermittent exotropia
[C] Esophoria (latent convergent deviation)
[D] Orthotropia (normal primary-gaze alignment)
[E] Right hypertropia",A,Eyes
AER-11-1097-g002.jpg,PMC5735459,Which anatomical region is most involved in the swelling?,Right anterior lower neck over the thyroid region,"[A] Right carotid triangle of the neck
[B] Right submandibular (digastric) region
[C] Right anterior lower neck over the thyroid region
[D] Right parotid/preauricular region
[E] Right supraclavicular fossa",C,Head & Neck
AER-11-1097-g002.jpg,PMC5735459,Which side of the neck shows a prominent swelling?,"Right (patient’s right, image left)","[A] No obvious asymmetry
[B] Left (patient’s left, image right)
[C] Midline/thyroid fullness only
[D] Right (patient’s right, image left)",D,Head & Neck
10.1177_23259671221117826-fig1.jpg,PMC9425905,The circled player's shoulder position is best described as which combination of movements?,"Hyperextension, abduction, and internal rotation","[A] Hyperextension, abduction, and external rotation
[B] Flexion, adduction, and internal rotation
[C] Extension, abduction, and external rotation
[D] Hyperextension, abduction, and internal rotation
[E] Hyperextension, adduction, and external rotation",D,Trunk & Extremities
10.1177_23259671221117826-fig1.jpg,PMC9425905,Which structure is most at risk of injury in the arm position shown?,Pectoralis major tendon at the lateral lip of the bicipital groove (humeral insertion),"[A] Long head of biceps tendon within the intertubercular groove
[B] Subscapularis tendon insertion on the lesser tuberosity
[C] Acromioclavicular ligaments
[D] Pectoralis major tendon at the lateral lip of the bicipital groove (humeral insertion)
[E] Latissimus dorsi/teres major tendon at the medial lip/floor of the intertubercular groove",D,Trunk & Extremities
IJO-66-725-g002.jpg,PMC5939180,Which eyelid malposition is present?,Upper lid entropion,"[A] Normal lid position
[B] Lower lid entropion
[C] Upper lid ectropion
[D] Upper lid entropion
[E] Upper lid trichiasis without entropion",D,Eyes
IJO-66-725-g002.jpg,PMC5939180,Which specific feature in the image indicates the malposition?,Inturned upper‑lid eyelashes visibly brushing the corneal surface,"[A] Upper lid retraction with superior scleral show
[B] Lower lid margin everted away from the globe (inferior ectropion)
[C] Inturned upper‑lid lashes that approach but do not contact the cornea
[D] Inturned upper‑lid eyelashes visibly brushing the corneal surface",D,Eyes
jomr-03-e6-g013.jpg,PMC3886088,Which ear structure is least visible?,External auditory meatus,"[A] Cavum conchae
[B] Tragus
[C] External auditory meatus
[D] Lobule
[E] Antihelix",C,Head & Neck
jomr-03-e6-g013.jpg,PMC3886088,Which statement best characterizes the auricle in this image?,Normal auricle contour without edema or hematoma,"[A] Mild lobule edema only, consistent with uncomplicated cellulitis
[B] Early auricular hematoma limited to the scaphoid fossa
[C] Congenital microtia (grade I) with mild hypoplasia of the helix/tragus
[D] Diffuse cartilaginous pinna swelling consistent with perichondritis
[E] Normal auricle contour without edema or hematoma",E,Head & Neck
acfs-15-1-g004.jpg,PMC5556706,Which statement best characterizes the scars shown?,"Linear, pink, mildly hypertrophic scars along the postauricular (auriculocephalic) sulcus","[A] Linear, pink, mildly hypertrophic scars along the postauricular (auriculocephalic) sulcus
[B] Early keloid formation with shiny, broad overgrowth extending beyond the incision
[C] Depressed, hypopigmented atrophic scars with contour loss of the helical rim
[D] Mature, flat, hypopigmented scars blending with surrounding postauricular skin",A,Head & Neck
acfs-15-1-g004.jpg,PMC5556706,Which visible feature suggests prior auricular surgery in this ear?,Subtle linear pink incision scars along the postauricular sulcus,"[A] Faint punctate lobule scar from a prior earlobe piercing
[B] No clear abnormality—ear morphology within normal limits
[C] Mild erythema at the external auditory meatus
[D] Subtle linear pink incision scars along the postauricular sulcus",D,Head & Neck
jiufd-049-035-e021.jpg,PMC5573483,Which definitive treatment would most likely resolve the lesion shown?,Definitive endodontic therapy of the offending tooth (root canal),"[A] Periodontal debridement and root planing of the adjacent tooth
[B] Incision and drainage of a presumed sebaceous/epidermal inclusion cyst at the site
[C] Oral antibiotics and warm compresses without dental intervention
[D] Surgical excision of the cutaneous sinus tract with primary skin closure
[E] Definitive endodontic therapy of the offending tooth (root canal)",E,Skin & Hair
jiufd-049-035-e021.jpg,PMC5573483,What is the material inserted into the cutaneous opening near the angle of the mandible?,Gutta-percha point,"[A] Endodontic K-file with red handle
[B] Plastic cotton-swab shaft
[C] Gutta-percha point
[D] Segment of red rubber catheter
[E] 22-gauge IV cannula",C,Head & Neck
gr4.jpg,PMC6051962,How are the hands and elbows positioned on the support?,Pronated fist grip with elbows flexed,"[A] Fingertip pinch on the bar with elbows hyperextended
[B] Forearms resting on the rail with minimal hand contact
[C] Neutral-wrist open-palm grip with elbows slightly extended
[D] Supinated fist grip with elbows flexed
[E] Pronated fist grip with elbows flexed",E,Trunk & Extremities
gr4.jpg,PMC6051962,Which best describes the patient's trunk posture while standing?,Forward lean onto the support,"[A] Forward lean onto the support
[B] Lateral trunk lean to the right with minimal flexion
[C] Posterior lean away from the support with hips extended
[D] Lateral trunk lean to the left with minimal flexion
[E] Upright spine with mild thoracic extension, no forward shift",A,Trunk & Extremities
IJO-67-1381-g002.jpg,PMC6677081,"In subfigure a, with the camera placed to the left of the illumination, which refractive status is indicated by a left-sided crescent?",Hypermetropia in the examined eye,"[A] Hypermetropia in the examined eye
[B] Emmetropia (physiologic glow)
[C] Hypermetropia in the fellow eye
[D] Irregular astigmatism without spherical error
[E] Myopia in the examined eye",A,Eyes
IJO-67-1381-g002.jpg,PMC6677081,"In subfigure a, what examination concept is illustrated by the asymmetric red reflex?",Eccentric photorefraction (Brückner test) demonstrating hypermetropia/anisometropia,"[A] Coaxial red-reflex test with direct ophthalmoscope to screen for leukocoria from media opacity
[B] Eccentric photorefraction (Brückner test) demonstrating hypermetropia/anisometropia
[C] Off-axis streak retinoscopy (skiascopy) “crescent sign” suggesting hyperopia
[D] Purkinje image assessment for pseudostrabismus (angle lambda)
[E] Hirschberg/Krimsky corneal light reflex estimation of angle kappa or strabismus",B,Eyes
JCAS-11-42-g002.jpg,PMC5921451,Which auricular subunit shows the skin defect?,Scapha/triangular fossa of the upper third,"[A] Cymba concha (superior conchal bowl)
[B] Superior helical rim (upper third of the pinna)
[C] Superior crus of the antihelix at the root of helix
[D] Scapha/triangular fossa of the upper third",D,Head & Neck
JCAS-11-42-g002.jpg,PMC5921451,Where is the outlined flap located relative to the ear?,Pretragal/preauricular cheek immediately anterior to the tragus,"[A] Pretragal/preauricular cheek immediately anterior to the tragus
[B] Postauricular sulcus over the mastoid, directly behind the auricle
[C] Infra-auricular region inferior to the lobule near the mandibular angle
[D] Temporal hairline of the superior preauricular scalp at the helical root
[E] Retrotragal fold just posterior to the tragus within the conchal bowl",A,Head & Neck
gr4.jpg,PMC6409286,Which body region is immobilized with a cast?,Lower leg (below-knee short leg cast),"[A] Foot and ankle only (cast boot)
[B] Thigh and knee (above-knee long-leg cast)
[C] Forearm and hand (short arm cast)
[D] Lower leg (below-knee short leg cast)
[E] No cast present—white stocking or brace only",D,Trunk & Extremities
gr4.jpg,PMC6409286,Where is the endoscope being grasped?,At the control head with hand knobs,"[A] At the control head with hand knobs
[B] At the light-guide/umbilical cable connector at the proximal end
[C] At the distal tip entering the cast window
[D] On the insertion tube just proximal to the cast opening",A,Surgical & Procedural
JCIS-3-11-g002.jpg,PMC3906659,How far does the swelling extend relative to the midline?,Crosses the midline to the left parasymphysis,"[A] Crosses the midline into the left mandibular body but spares the parasymphysis
[B] Crosses the midline to the left parasymphysis
[C] Abuts the midline at the symphysis without crossing
[D] Confined to the right ramus with no anterior spread
[E] Extends only to the right parasymphysis",B,Mouth & Jaws
JCIS-3-11-g002.jpg,PMC3906659,"Which bone is primarily involved, as indicated by the arrows?",Mandible (ramus to parasymphysis),"[A] Temporal bone (zygomatic process)
[B] Right maxilla (alveolar process)
[C] Nasal bone
[D] Mandible (ramus to parasymphysis)
[E] Zygomatic arch",D,Head & Neck
NJMS-4-181-g011.jpg,PMC3961892,Which prior surgical site is most likely involved?,Zygomaticomaxillary buttress (upper jaw) plating,"[A] Mandibular angle plating via intraoral vestibular approach
[B] Normal postoperative mucosa without plate exposure
[C] Zygomaticomaxillary buttress (upper jaw) plating
[D] Le Fort I osteotomy fixation at the piriform rim (anterior maxilla)
[E] Infraorbital rim plating for zygomaticomaxillary complex fracture",C,Mouth & Jaws
NJMS-4-181-g011.jpg,PMC3961892,What complication is visible in the upper buccal vestibule?,Mucosal dehiscence with exposed fixation plate/hardware in the upper buccal vestibule,"[A] Traumatic ulcer of the maxillary buccal mucosa
[B] Retained suture granuloma at the vestibular incision
[C] No significant abnormality (normal postoperative mucosa)
[D] Exposed bone sequestrum in the upper vestibule
[E] Mucosal dehiscence with exposed fixation plate/hardware in the upper buccal vestibule",E,Mouth & Jaws
Ayu-33-402-g005.jpg,PMC3665107,Which lower limb is in swing phase?,Patient’s left lower limb,"[A] Both lower limbs are in the air simultaneously
[B] Neither—this frame shows double-support stance
[C] Patient’s right lower limb
[D] Patient’s left lower limb",D,Trunk & Extremities
Ayu-33-402-g005.jpg,PMC3665107,What best describes the trunk alignment while walking?,Leaning toward the assistant,"[A] Extended backward with posterior sway
[B] Erect and midline without lateral tilt
[C] Flexed forward with minimal lateral deviation
[D] Leaning away from the assistant
[E] Leaning toward the assistant",E,Trunk & Extremities
JCAS-15-168-g001.jpg,PMC9364457,The marked line connects which two anatomic landmarks?,C7 spinous process to the acromion,"[A] C6 spinous process to the acromioclavicular joint
[B] C7 transverse process to the coracoid process
[C] C7 spinous process to the acromion
[D] C7 spinous process to the scapular spine
[E] T1 spinous process to the lateral end of the clavicle",C,Trunk & Extremities
JCAS-15-168-g001.jpg,PMC9364457,Which muscle is targeted by the marked Xs on the shoulder?,Upper trapezius,"[A] Supraspinatus
[B] Levator scapulae
[C] Posterior deltoid
[D] Middle trapezius (transverse fibers)
[E] Upper trapezius",E,Trunk & Extremities
jer-14-3-430f1.jpg,PMC6028199,Where is resistance applied to measure isometric hip abduction/adduction strength?,"On the distal femur just proximal to the knee joint, applied to the medial and lateral aspects","[A] Over the greater trochanters/iliac crest region to stabilize the pelvis
[B] Directly over the anterior knees at the patellae
[C] On the mid-femoral shaft (mid-thigh) on the medial/lateral sides
[D] Around the ankles using straps on the distal tibia/fibula
[E] On the distal femur just proximal to the knee joint, applied to the medial and lateral aspects",E,Trunk & Extremities
jer-14-3-430f1.jpg,PMC6028199,Which positioning detail minimizes trunk and arm assistance?,Arms crossed over the chest,"[A] Forearms on the lap with elbows tucked to the sides
[B] Hands resting lightly on the thighs (palms up)
[C] Leaning back against the chair to stabilize the trunk
[D] Holding the chair seat edge with a relaxed grip
[E] Arms crossed over the chest",E,Trunk & Extremities
gr2.jpg,PMC4476192,Which workstation modification would most directly reduce lower-limb discomfort and circulatory risk?,Increase the gap between the bench and the loom frame by ~15 cm to permit knee extension and toe clearance,"[A] Increase the gap between the bench and the loom frame by ~15 cm to permit knee extension and toe clearance
[B] Add a padded seat and edge bevel to reduce pressure on the thighs
[C] Move the loom closer to the bench to minimize forward reach and shoulder strain
[D] Raise the bench height so hips are above knees, keeping knees flexed at ~90°",A,Trunk & Extremities
gr2.jpg,PMC4476192,What ergonomic issue is present in front of the worker’s legs?,Inadequate knee clearance,"[A] Inadequate knee clearance
[B] Standing work height enabling periodic weight shifting
[C] Open leg well allowing full knee extension and forward swing, adequate clearance provided
[D] Raised footrest promoting active ankle dorsiflexion",A,Trunk & Extremities
gox-11-e5121-g001.jpg,PMC10351943,Which term best describes the color change seen at the distal fingertips?,Cyanosis,"[A] Erythema
[B] Livedo reticularis
[C] Cyanosis
[D] Purpura",C,Trunk & Extremities
gox-11-e5121-g001.jpg,PMC10351943,Which digits show the most pronounced discoloration?,Little finger,"[A] Ring finger
[B] Thumb
[C] Little finger
[D] Index finger
[E] Middle finger",C,Trunk & Extremities
gox-10-e4610-g010.jpg,PMC9555603,Which best describes the submandibular contour?,Subtle right submandibular fullness suggesting residual flap bulk,"[A] Irregular contour with visible scar tethering along the mandibular border
[B] Smooth, symmetric submandibular contour without focal fullness or depression
[C] Minimal left paramandibular concavity compatible with volume deficit
[D] Subtle right submandibular fullness suggesting residual flap bulk",D,Head & Neck
gox-10-e4610-g010.jpg,PMC9555603,How does the scar appear in terms of healing and maturity?,"Mature, relatively flat with minimal erythema","[A] Draining sinus with crusting suggestive of active infection
[B] Mature, relatively flat with minimal erythema
[C] Atrophic, widened and hypopigmented scar with contour depression
[D] Fully remodeled, barely perceptible scar with no erythema or elevation
[E] Early hypertrophic scar—thick, raised ridge with violaceous discoloration",B,Skin & Hair
CTO-04-19-g-013.jpg,PMC3201006,Which portion of the trapezius is palpated above the shoulder?,Descending part (upper fibers),"[A] Transverse part (middle fibers) along the scapular spine
[B] Descending part (upper fibers)
[C] Ascending part (lower fibers) toward the inferior angle
[D] No discrete portion—trapezius is palpated equally above the shoulder",B,Trunk & Extremities
CTO-04-19-g-013.jpg,PMC3201006,Which nerve primarily provides motor innervation to this muscle?,Spinal accessory nerve (CN XI),"[A] C3–C4 ventral rami (cervical plexus)
[B] Thoracodorsal nerve
[C] Spinal accessory nerve (CN XI)
[D] Dorsal scapular nerve
[E] Long thoracic nerve",C,Head & Neck
acfs-18-269-g005.jpg,PMC5759655,Which visible feature best indicates uncomplicated healing?,"Thin, flat linear scar at the left hairline without surrounding erythema","[A] No visible scar and normal hair density throughout the retroauricular area
[B] Thin, flat linear scar at the left hairline without surrounding erythema
[C] Patchy alopecia with fine crusting along the right hairline
[D] Slightly raised linear scar with mild persistent redness at the incision",B,Head & Neck
acfs-18-269-g005.jpg,PMC5759655,What change in hair is evident adjacent to the examined area?,"Focal short, stubbly regrowth with localized thinning tracking a linear scar","[A] Focal short, stubbly regrowth with localized thinning tracking a linear scar
[B] Well‑circumscribed smooth bald patch consistent with alopecia areata
[C] Diffuse temporal thinning compatible with telogen effluvium
[D] No real abnormality—apparent sparseness due to hair parting/lighting",A,Skin & Hair
